date,time,Location,Lat,Long,operator,flight_no,route,ac_type,registration,cn_ln,all_aboard,passengers_aboard,crew_aboard,all_fatalities,passenger_fatalities,crew_fatalities,ground,summary
"April 30, 1936",1809,Djerid,33.9161,8.0067,Mc Aviation,?,Sharjar - Istanbul,Canadair CL-600-2B16 Challenger 604,TC-TRB,5494,11,8,3,11,8,3,0,"While enr oute, the aiircraft impacted the side of a mountain. Before reaching altitude, the left and right airspeed indicators began to diverge by more than 10 knots. The left  airspeed indicator showed an increase while the right hand airspeed indicator showed a decrease. Insufficient operational prerequisites for the management of erratic airspeed indication by the cockpit crew."
"June 22, 1962",?,"El Segundo, California",33.9191,-118.4155,Douglas Aircraft Company,?,Test flight,Douglas DC-5,?,?,5,0,5,5,0,5,0,Crashed and burned during a government test flight
"March 10, 1979",?,"Marietta, Georgia",33.9533,-84.5406,American Airways,?,?,Stearman 4,N490W,4039,1,0,1,1,0,1,0,Crashed into a mountainside.
"July 30, 1949",1619,"New Hope, Paulding County, Georgia",33.9586,-84.7892,Southern Airways,242,Huntsville - Atlanta,McDonnell Douglas DC-9-31,N1335U,47393/608,85,81,4,62,60,2,8,The aircraft sustained a broken windshield and loss of power to both engines after penetrating a thunderstorm and encountering hail. The plane crash landed on a highway and exploded in flames. Total and unique loss of thrust from both engines while the aircraft was penetrating an area of severe thunderstorms with heavy precipitation and hail. The hail clogged bleeder valves in the engines causing multipe engine surges until the compressors tore apart. Contributing factor was the failure of the company's dispatcher to provide the flight crew with up-to-date severe weather information.
"January 09, 1975",1607,"Whittier, California",33.9656,-118.0244,Golden West Airlines / Private,261,Ontario - Los Angeles,de Hav Can. DHC-6 Tw Otter 100/ Cessna,N6383,83,14,10,4,14,10,4,0,"Midair collision between a DHC-6 and a Cessna 150 at 2,200 feet while approaching Ontario Airport. Twelve aboard the Otter  and two aboard the Cessna killed. The failure of both flight crews to see the other aircraft in sufficient time to initiate evasive action. This was because of the position of the sun, the closure angle of the aircraft and the necessity of the Twin Otter's flight crew to acquire visual contact with radar reported traffic directly ahead of them."
"April 04, 1991",1752,"Marina del Rey, California",33.9794,-118.4528,Swift Aire Lines Inc.,235,New York - Santa Monica,Aerospatiale Nord 262A-33,N418SA,41,7,4,3,3,1,2,0,"The plane ditched into Santa Monica Bay near Marina del Rey, shortly after taking off from Santa Monica Airport. The flight crew's mismanagement of an emergency procedure following an autofeather of the right-hand propeller which resulted in their shutting down the remaining engine. A leak or break in the propeller pressure line probably caused the right engine to autofeather. The left engine was shut down when the flight crew failed to identify the engine on which the autofeather occurred and moved the left power lever to the stop position. Contributing to the accident was the unavailability of vital restart information to the crew."
"March 06, 1968",1930,"Calimesa, California",33.9881,-117.0431,American Airways,?,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,NC652E,1027,7,5,2,7,5,2,0,The crew reduced altitude in foggy conditions to maintain visual contact with the ground. Crashed into an apple orchard after striking power lines. One survivor died the next day.
"August 24, 2010",2353,"Columbia, South Carolina",34.0006,-81.0442,Global Executive Aviation,?,"Colombia, SC - Los Angeles, CA",Learjet 60,N999LJ,314,6,4,2,4,2,2,0,"The plane was attempting to take off from Columbia Metropolitan Airport when it overran the runway, crashed through a perimeter fence, struck antennas and came to rest on an embankment adjacent to highway. The accident was caused by the operator’s inadequate maintenance of the airplane’s tires, which resulted in multiple tire failures during takeoff roll due to severe underinflation, and the captain’s execution of a rejected takeoff after V1, which was inconsistent with her training and standard operating procedures."
"March 06, 1934",?,Peshawar,34.0144,71.5675,Military - Pakistan Army,?,?,Mil Mi-17,?,?,26,24,2,26,24,2,0,The military helicopter crashed en route while transporting troops.
"March 20, 1927",?,Rabat,34.0253,-6.8361,Grands Express Aeriens,?,Casablanca - Oran,Breguet 14,F-ALRA,?,1,0,1,1,0,1,0,Unknown.
"January 02, 1987",?,"Fez, Morocco",34.0433,-5.0033,Grands Express Aeriens,?,Toulouse - Barcelona - Valencia - Alicante - Malaga - Rabat,Breguet 14,F-ALNA,14,1,0,1,1,0,1,0,While flying in foggy conditions the pilot reduced altitude and crashed into a hill.
"April 08, 1968",1055,"Loma Linda, California",34.0483,-117.2506,Arall,?,San Jose - Villavicencio,Pilatus Britten-Norman BN-2B-27 Islander,HK-2890,2111,11,9,2,4,3,1,0,Crashed while making an emergency landing following engine trouble.
"January 18, 1969",2341,Los Angeles,34.0522,-118.2437,Western Airlines,?,?,Douglas DC-6B,N93131,45536,46,40,6,0,0,0,0,The  No 1. and No2. Engine propellers touched the runway after an attempted go-around during landing.  A safe landing was made at Lockheed Air Terminal in Burbank.  Failure of the pilot to maintain a positive rate of climb and the premature retraction of the landing gear during a go-around in the fog.
"January 14, 1995",1921,Los Angeles,34.0522,-118.2437,Scandinavian Airlines (SAS),933,Copenhagen - Los Angeles - Seattle,McDonnell Douglas DC-8-62,LN-MOO,45822/272,45,36,9,15,12,3,0,"The aircraft was on approach to 07R when it crashed into Santa Monica Bay 6 miles short of the runway. The fuselage  broke into 3 pieces one of which floated for 20 hours. SAS did not authorize a back course approach to LAX.  A VOR approach was conducted without notifying the controlling authority. The crew was preoccupied with a landing gear light problem. Lack of crew coordination and inadequate monitoring of aircraft position which resulted in an unplanned descent into the water. The aircraft was named ""Sverre Viking."""
"September 28, 1953",1821,Los Angeles,34.0522,-118.2437,United Air Lines,266,Los Angeles - Denver - Milwaukee,Boeing B-727-22QC,N7434U,19891/631,38,32,6,38,32,6,0,"The aircraft crashed into Santa Monica Bay shortly after a night takeoff in poor weather and visibility. The aircraft was dispatched with the No. 3 generator inoperative. While this was allowed, United was required to repair the generator at the first airport where there were repair facilities. The aircraft flew for a total of 41 hours with the inoperative generator passing through airports that had the facilities to repair the generator. Soon after taking off, the crew reported a fire warning in the No. 1 engine and shut it down as required. For reasons that could not be determined, shutting down the No. 1 engine and it’s generator tripped the No.2 generator resulting in the loss of all electrical power in the aircraft. Following loss of all electrical power, the battery standby electrical system either was not activated or failed to function. Electrical power at a voltage level of approximately 50 volts was restored approximately a minute and a half after loss of the No. 2 generator. The duration of this power restoration was just 9 to 15 seconds. Regardless, the pilots did not have functioning attitude indicators from the time the No. 2 generator tripped. In the dark, with no outside or inside reference to guide them, the pilots became spatially disoriented and the plane eventually went into a dive and crashed into the Pacific Ocean 11.3 miles west of the airport and sank in 950 ft. of water. The accident was caused by the loss of attitude orientation during a night, instrument departure in which all attitude instruments were disabled by loss of electrical power. The investigation was not able to determine (a) why all generator power was lost or (b) why the standby electrical power system either was not activated or failed to function."" One unproven scenario that is not contradicted by available evidence was the inadvertent placement of the battery switch to the ""OFF"" position by the flight engineer during attempts to remove galley loads from the generator buses. The galley switches were similar in shape and size, and were located on the flight engineer's upper panel in close proximity to the battery switch. Following the accident, the flight engineer’s panel was redesigned to place a guard over the battery switch."
"April 17, 1981",1945,Los Angeles,34.0522,-118.2437,Air Taxi - Wolfe Air Aviation Ltd.,?,"Los Angeles, CA - Burbank, CA",Bell 206B,N2209P,3520,4,3,1,2,2,0,0,Took off and crashed into power lines in rain and fog. Continued VFR flight into IMC.
"September 16, 1984",633,"Ontario, California",34.0528,-117.6278,Western Airlines,366,Los Angeles - Ontairo,Boeing B-720-047B,N3166,19439,5,0,5,5,0,5,0,"The aircraft, during a training flight suddenly rolled to the left and  crashed after a missed, 3 engine, ILS approach. Failure of the aircraft rudder hydraulic actuator support fitting which led to the loss of left rudder control. Stress corrosion cracks."
"July 04, 2021",630,Patian,34.07,73.05,Pakistan International Airlines,?,Rawalpindi - Skardu,Fokker F-27 Friendship 200,AP-ATT,10279,4,0,4,4,0,4,0,The cago plane did not clear a ridge and crashed.
"January 31, 2000",1621,Point Mugu,34.0856,-119.06,Alaska Airlines,261,Puerto Vallarta - San Francisco,McDonnell Douglas MD-83,N963AS,53077/1995,88,83,5,88,83,5,0,"The aircraft crashed into the Pacific Ocean south of Point Mugu in 650 ft. feet of water while en route from Puerto Vallarta to San Francisco. Radio transmissions from the plane indicated the pilots were struggling with a jammed stabilizer for the last 11 minutes of the flight before nose-diving into the sea. While preparing to make an emergency landing at Los Angeles International Airport control was lost and the MD-83 was seen in a nose-down attitude, spinning and tumbling in a continuous roll, inverted, before it impacted the sea.  Loss of airplane pitch control resulting from in-flight failure of the horizontal stabilizer trim system jackscrew assembly's acme nut thread. The component failed because of excessive wear resulting from Alaska Airlines' insufficient lubrication of the jackscrew assembly. Contributing to the accident were Alaska Airlines' extended lubrication interval and the Federal Aviation Administration's approval of that extension, which increased the likelihood that a missed or inadequate lubrication would result in excessive wear of the acme nut threads and Alaska Airlines' extended end play check interval and the FAA's approval of that extension, which allowed the excessive wear of the acme nut threads to progress to failure without the opportunity for detection. Also contributing to the accident was the absence on the McDonnell Douglas MD-80 of a fail-safe mechanism to prevent the catastrophic effects of total acme nut thread loss. Cynthia Oti, radio financial talk show host, Dean Forshee, guitarist, Jean Gandesberry, columnist, Tom Stockley, columnist were among those killed."
"February 07, 1966",1155,Srinagar,34.0911,74.8061,Indian Airlines,?,Srinngar - Jammu - Amritsar - Delhi,Fokker F-27 Friendship 200,PH-SAB,10271,37,33,4,37,33,4,0,"Crashed into high terrain, 12 miles west of its proper course, due to a navigation error. Abandonment of the ILS approach at too early a stage during an attempt to land under conditions of poor visibility in fog."
"July 09, 1934",?,"San Bernardino, California",34.1294,-117.2931,United Air Services,?,San Bernardion - Los Angeles,Lockheed Vega,NC32E,33,4,3,1,3,2,1,0,Failed to gain altitude and struck a grove of trees while attempting to take off. The plane came to rest in a watermelon patch.
"April 28, 1981",1236,"Encino, Los Angeles",34.1592,-118.5003,Private KNBC Los Angeles,?,Burbank - Santa Barbara,Bell 206B JetRanger,N4TV,?,2,1,1,2,1,1,0,"The helicopter, piloted by Francis Gary Powers, 48, crashed in Balboa Park on the way back from covering a news story on a brush fire in Santa Barbara. Francis Gary Powers was famous for piloting the U-2 spy plane in 1960 that was shot down by the Russians and caused a major political crisis for President Eisenhower.  Powers was a helicopter pilot and newscaster for KNBC in Los Angeles. Power's cameraman was also killed. The helicopter apparently ran out of fuel."
